Investor Name,Location,Total Investments,Lead Investments,company_name_hyphens,URL,Total investments,Average round size,Portfolio companies,Rounds per year,Lead investments,Areas of investment,Follow on index,Exits,Stages of investment,Type,Status
Zip Co,"New South Wales, Sydney, Australia",7,3,zip-co,https://unicorn-nest.com/funds/zip-co,7,0,4,0.64,3,E-CommerceInternetFinancial ServicesFinTechPaymentsFinanceMobile AppsMobile PaymentsBig DataConsumer Lending,0.43,2,,,
ZipWorld,"England, Cumbria, United Kingdom",1,0,zipworld,https://unicorn-nest.com/funds/zipworld,1,0,1,0.10,,TicketingTourism,,,,,
Zipcar,"United States, Massachusetts, Boston",2,1,zipcar,https://unicorn-nest.com/funds/zipcar,2,0,2,0.10,1,AutomotiveLogisticsTransportationCar SharingInsurancePublic TransportationSharing EconomyCollaborative Consumption,,1,,,
Zipmex,"Central, Central Region, Singapore",6,0,zipmex,https://unicorn-nest.com/funds/zipmex,6,0,4,1.20,,InfrastructureSoftwareFinancial ServicesInformation TechnologyInformation ServicesGamingFinanceCryptocurrencyBlockchainMedia and Entertainment,0.33,,,,
Zipper Foundation,,1,0,zipper-foundation,https://unicorn-nest.com/funds/zipper-foundation,1,0,1,,,Financial ServicesCryptocurrencyBlockchain,,,,,
Ziqi Kuangye,"Beijing, Beijing, China",1,0,ziqi-kuangye,https://unicorn-nest.com/funds/ziqi-kuangye,1,0,1,0.17,,BroadcastingAppsVideo Streaming,,1,,,
Ziqian Touzi,"Hangzhou, Zhejiang, China",1,0,ziqian-touzi,https://unicorn-nest.com/funds/ziqian-touzi,1,0,1,0.14,,Food and BeverageManufacturingSnack Food,,1,,,
Ziquan Touzi,"Hangzhou, Zhejiang, China",2,0,ziquan-touzi,https://unicorn-nest.com/funds/ziquan-touzi,2,0,1,0.33,,InternetLegalLaw Enforcement,0.50,,,,
Zira Capital,"Mali, Bamako, Bamako",1,1,zira-capital,https://unicorn-nest.com/funds/zira-capital,1,0,1,0.50,1,ManufacturingService IndustryIndustrial,,,,,
Zircon marine,,1,0,zircon-marine,https://unicorn-nest.com/funds/zircon-marine,1,0,1,,,LogisticsInternetSupply Chain ManagementTransportationInformation TechnologyMarine TechnologyMarine Transportation,,,,,
Zitai Zichan,"Hongkou District, China",1,0,zitai-zichan,https://unicorn-nest.com/funds/zitai-zichan,1,0,1,0.17,,FinanceContentMedia and Entertainment,,,,,
Zitouna Capital,"Makkah, Jeddah, Saudi Arabia",1,1,zitouna-capital,https://unicorn-nest.com/funds/zitouna-capital,1,0,1,,1,AnalyticsInformation TechnologyInformation ServicesManagement Consulting,,,,,
Ziwang Touzi,"Shanghai, China",1,0,ziwang-touzi,https://unicorn-nest.com/funds/ziwang-touzi,1,0,1,0.17,,GamingComputerOnline Games,,1,,,
Zixian Investment,"Beijing, Beijing, China",2,1,zixian-investment,https://unicorn-nest.com/funds/zixian-investment,2,0,2,0.29,1,RecruitingInformation ServicesInsuranceInsurTechConsultingStaffing Agency,,,,,
Zixin Investment,,1,0,zixin-investment,https://unicorn-nest.com/funds/zixin-investment,1,0,1,,,ManufacturingSensor,,,,,
Zixu Ziben,,1,0,zixu-ziben,https://unicorn-nest.com/funds/zixu-ziben,1,0,1,,,Health Care,,,,,
Ziyan Foods,"Shanghai, Shanghai, China",1,1,ziyan-foods,https://unicorn-nest.com/funds/ziyan-foods,1,0,1,0.04,1,RetailFood and BeverageFood ProcessingCatering,,,,,
Ziyang CICC Qiyang Industrial Development Fund,,3,0,ziyang-cicc-qiyang-industrial-development-fund,https://unicorn-nest.com/funds/ziyang-cicc-qiyang-industrial-development-fund,3,0,3,,,BiotechnologyInformation TechnologyHealth DiagnosticsManufacturingMedical DeviceMedicalSemiconductorElectronicsApplication Specific Integrated Circuit (ASIC)Mobile Devices,,,,,
Ziyang Heavy Industry Fund,,1,1,ziyang-heavy-industry-fund,https://unicorn-nest.com/funds/ziyang-heavy-industry-fund,1,0,1,,1,AerospaceEnergy,,,,,
Ziyang Industrial Investment Group,,1,1,ziyang-industrial-investment-group,https://unicorn-nest.com/funds/ziyang-industrial-investment-group,1,0,1,,1,SemiconductorMachinery Manufacturing,,,,,
Ziyou Investment,"Shanghai, Shanghai, China",1,0,ziyou-investment,https://unicorn-nest.com/funds/ziyou-investment,1,0,1,0.14,,SoftwareInformation TechnologyCasual Games,,,,,
Ziyu Capital,,1,0,ziyu-capital,https://unicorn-nest.com/funds/ziyu-capital,1,0,1,,,SoftwareInformation TechnologyIdentity Management,,,,,
Ziyun Touzi,"Beijing, Beijing, China",1,0,ziyun-touzi,https://unicorn-nest.com/funds/ziyun-touzi,1,0,1,0.17,,EnterpriseNatural Language ProcessingSpeech Recognition,,,,,
Zizhu Venture Capital,"Shanghai, China",2,0,zizhu-venture-capital,https://unicorn-nest.com/funds/zizhu-venture-capital,2,0,2,0.11,,E-CommerceSoftwareInformation TechnologyEnterpriseArtificial IntelligenceMachine LearningEnterprise Software3D TechnologyTest and Measurement,,,,,
Zizhu Xiaomiao Fund,"Shanghai, China",12,1,zizhu-xiaomiao-fund,https://unicorn-nest.com/funds/zizhu-xiaomiao-fund,12,0,9,,1,BiotechnologyEnterpriseHealth CareManufacturingCloud ComputingConsultingAgTechService IndustryEnergy EfficiencyAgriculture,0.25,,,,
Zju Jiuzhi Investment Management,,2,0,zju-jiuzhi-investment-management,https://unicorn-nest.com/funds/zju-jiuzhi-investment-management,2,0,2,,,AutomotiveEnergy StorageManufacturingEnergyElectric VehicleBattery,,,,,
Zlvision Tech,"Shandong, Qingdao Shi, China",1,0,zlvision-tech,https://unicorn-nest.com/funds/zlvision-tech,1,0,1,0.07,,FinTechPaymentsMobile Payments,,1,,,
Zoann,,1,1,zoann,https://unicorn-nest.com/funds/zoann,1,0,1,,1,,,,,,
Zobito,"Sweden, Limhamn",23,7,zobito,https://unicorn-nest.com/funds/zobito,23,0,13,2.09,7,E-CommerceSoftwareInformation ServicesSaaSAppsEnterprise SoftwareBig DataCloud Data ServicesAdvertisingSocial Media Marketing,0.43,4,SeedEarly Stage Venture,Venture Capital,Active
Zodia Custody,"England, London, United Kingdom",1,0,zodia-custody,https://unicorn-nest.com/funds/zodia-custody,1,0,0,0.25,,FinTechInformation Services,,,,,
Zodia Custody,"England, London, United Kingdom",1,0,zodia-custody,https://unicorn-nest.com/funds/zodia-custody,1,0,0,0.25,,FinTechInformation Services,,,,,
Zodia Custody,,0,,zodia-custody,https://unicorn-nest.com/funds/zodia-custody,1,0,0,0.25,,FinTechInformation Services,,,,,
Zodia Custody,,0,,zodia-custody,https://unicorn-nest.com/funds/zodia-custody,1,0,0,0.25,,FinTechInformation Services,,,,,
Zodiac Maritime,"England, London, United Kingdom",2,0,zodiac-maritime,https://unicorn-nest.com/funds/zodiac-maritime,2,0,1,0.04,,,0.50,,,,
Zodiac Ventures,,1,0,zodiac-ventures,https://unicorn-nest.com/funds/zodiac-ventures,1,0,1,,,Software,,,,,
Zodius Capital,"Maharashtra, Mumbai, India",28,11,zodius-capital,https://unicorn-nest.com/funds/zodius-capital,28,0,17,2.33,11,E-CommerceInternetSoftwareConsumer GoodsRetailArtificial IntelligenceDeliveryFashionDigital MediaLingerie,0.39,3,Early Stage Venture,,
Zoho,"United States, Austin",11,3,zoho,https://unicorn-nest.com/funds/zoho,,0,,,,,,,,,
Zoic Capital,"United States, Seattle",10,4,zoic-capital,https://unicorn-nest.com/funds/zoic-capital,,0,,,,,,,,,
Zoiros Ventures,,2,0,zoiros-ventures,https://unicorn-nest.com/funds/zoiros-ventures,2,0,1,,,BiotechnologyHealth CareMedical DevicePharmaceuticalBioinformaticsSimulation,0.50,,,,
Zoke Culture Group,"Guangdong Province, Haizhu District, China",1,0,zoke-culture-group,https://unicorn-nest.com/funds/zoke-culture-group,1,0,1,0.04,,GamingVideoAnimation,,1,,,
Zokyo Ventures,"Spain, Barcelona",0,,zokyo-ventures,https://unicorn-nest.com/funds/zokyo-ventures,,0,,,,,,,,Corporate investor,Active
Zola,"United States, New York, New York",1,1,zola,https://unicorn-nest.com/funds/zola,1,0,1,0.12,1,E-CommerceConsumerHealth CareMedicalPharmaceutical,,,,,
Zola Global Investors,,15,3,zola-global-investors,https://unicorn-nest.com/funds/zola-global-investors,15,0,9,,3,E-CommerceInformation TechnologyConsumerHealth CareMedicalPharmaceuticalCryptocurrencyBlockchainOpen SourceEthereum,0.40,,,,
Zollner Foundation,,1,0,zollner-foundation,https://unicorn-nest.com/funds/zollner-foundation,1,0,1,,,Non Profit,,,,,
Zolon Ventures,"Andhra Pradesh, Hyderabad, India",2,0,zolon-ventures,https://unicorn-nest.com/funds/zolon-ventures,2,0,2,0.08,,E-CommerceSoftwareRetailHealth DiagnosticsMedical DeviceSportsTelecommunications,,,,,
Zoma Capital,"United States, Denver",22,4,zoma-capital,https://unicorn-nest.com/funds/zoma-capital,22,0,17,1.16,4,SoftwareHuman ResourcesHealth CareEnterprise SoftwareTrainingEducationComputerEnergyRenewable EnergyStaffing Agency,0.23,2,SeedEarly Stage Venture,Venture Capital,Active
Zomato,"Haryana, Gurgaon, India",18,6,zomato,https://unicorn-nest.com/funds/zomato,18,0,10,1.20,6,LogisticsE-CommerceSupply Chain ManagementRetailFood and BeverageRestaurantsDeliveryGroceryE-Commerce PlatformsFood Delivery,0.44,1,,,
Zon Capital Partners,"United States, New Jersey, Princeton",11,3,zon-capital-partners,https://unicorn-nest.com/funds/zon-capital-partners,11,0,9,,3,E-CommerceSupply Chain ManagementTransportationSoftwareAnalyticsMobileDocument ManagementEnterprise SoftwareCloud ComputingService Industry,0.18,5,Early Stage VentureLate Stage Venture,,
Zondy Cyber,"Hubei, Wuhan, China",1,0,zondy-cyber,https://unicorn-nest.com/funds/zondy-cyber,1,0,1,,,Information ServicesCustomer ServiceSmart Cities,,,,,
Zone 5 Ventures,"United States, California, Morgan Hill",7,0,zone-5-ventures,https://unicorn-nest.com/funds/zone-5-ventures,7,0,3,1.75,,PublishingSocialInformation TechnologyInformation ServicesFitnessWellnessSocial MediaAdvertisingOutdoorsCycling,0.57,,SeedEarly Stage Venture,,
Zone Startups In,"Maharashtra, Mumbai, India",22,14,zone-startups-in,https://unicorn-nest.com/funds/zone-startups-in,22,0,21,2.44,14,InternetSoftwareAnalyticsArtificial IntelligenceMachine LearningHealth CareSaaSMedical DeviceConsultingHedge Funds,0.05,,,,
Zone Ventures,"United States, Menlo Park, California",39,5,zone-ventures,https://unicorn-nest.com/funds/zone-ventures,39,0,19,,5,InternetSoftwareRetailInformation TechnologyMobile AppsEnterprise SoftwareManufacturingFashionHardwareSemiconductor,0.51,3,SeedEarly Stage VentureLate Stage Venture,,
Zone2boost,"Spain, Barcelona",17,1,zone2boost,https://unicorn-nest.com/funds/zone2boost,17,0,14,3.40,1,InternetSoftwareFinancial ServicesFinTechInformation TechnologyArtificial IntelligenceMachine LearningSaaSRestaurantsCyber Security,0.18,,,CVC,Active
Zonear,"Western Finland, Tampere, Finland",1,0,zonear,https://unicorn-nest.com/funds/zonear,1,0,1,0.08,,Digital MarketingWeb DesignAdvertisingDigital MediaAdvertising PlatformsMobile AdvertisingCreative AgencyAd Server,,,,,
Zoneco Group,"Liaoning, Dalian Shi, China",1,0,zoneco-group,https://unicorn-nest.com/funds/zoneco-group,1,0,1,0.02,,LogisticsSupply Chain ManagementTransportation,,1,,,
Zonff Partners,,15,0,zonff-partners,https://unicorn-nest.com/funds/zonff-partners,15,0,13,,,SoftwareFinancial ServicesGamingArtificial Intelligence3D TechnologySecurityCryptocurrencyBlockchainTrading PlatformMMO Games,0.13,,Early Stage Venture,,
Zongheng Tianxia,"Shenzhen, Guangdong, China",4,0,zongheng-tianxia,https://unicorn-nest.com/funds/zongheng-tianxia,4,0,3,0.50,,GovernmentE-CommerceConsumer GoodsMobileManufacturingMedicalCloud ComputingElectronicsShoppingCommunication Hardware,0.25,,,,
Zonghenghuitong Fund,"Shenzhen, Guangdong, China",1,0,zonghenghuitong-fund,https://unicorn-nest.com/funds/zonghenghuitong-fund,1,0,1,0.14,,E-CommerceFashionWomen's,,,,,
Zonglink Capital,"Tianjin, Guangdong, China",4,0,zonglink-capital,https://unicorn-nest.com/funds/zonglink-capital,4,0,3,0.57,,WholesaleE-CommerceSoftwareFinanceComputerHardwareElectronicsTrading PlatformEnvironmental Engineering,0.25,1,,,
Zonglv Ziben,,1,0,zonglv-ziben,https://unicorn-nest.com/funds/zonglv-ziben,1,0,1,,,,,,,,
Zongmu,"Shanghai, Shanghai, China",1,0,zongmu,https://unicorn-nest.com/funds/zongmu,1,0,1,0.10,,Car SharingAutonomous VehiclesRecreational Vehicles,,,,,
Zongshen Power,"Chongqing Shi, Chongqing, China",4,2,zongshen-power,https://unicorn-nest.com/funds/zongshen-power,4,0,3,0.17,2,Freight ServiceFinancial ServicesInformation ServicesFinanceLendingWirelessElectric VehicleAir TransportationBatteryMicro Lending,0.25,,,,
Zongton Capital,"Shanghai, China",4,0,zongton-capital,https://unicorn-nest.com/funds/zongton-capital,4,0,4,0.44,,InternetConsumer GoodsArtificial IntelligenceMachine LearningBig DataRoboticsEventsSportsShoppingData Mining,,,,,
Zoo Capital,"Beijing, Beijing, China",19,2,zoo-capital,https://unicorn-nest.com/funds/zoo-capital,19,0,17,,2,BiotechnologySoftwareFinanceArtificial IntelligenceSaaSRoboticsManufacturingElectronicsBlockchainBiopharma,0.11,1,Early Stage Venture,,
Zoom,"United States, San Jose",31,7,zoom,https://unicorn-nest.com/funds/zoom,31,0,24,2.38,7,InternetSoftwareInformation TechnologyArtificial IntelligenceSaaSEnterprise SoftwareComputerTelecommunicationsCustomer ServiceMeeting Software,0.23,4,,Corporate investor,Active
Zoom Apps Fund,"United States, San Jose",9,1,zoom-apps-fund,https://unicorn-nest.com/funds/zoom-apps-fund,9,0,9,,1,InternetSoftwareInformation TechnologyMobileHuman ResourcesRecruitingArtificial IntelligenceMachine LearningNon ProfitVideo Conferencing,,,SeedEarly Stage Venture,CVC,Active
Zoom Venture,"United States, Pennsylvania, Lancaster",13,0,zoom-venture,https://unicorn-nest.com/funds/zoom-venture,13,0,12,,,SoftwareInformation TechnologyArtificial IntelligenceMachine LearningSaaSAppsEnterprise SoftwareSmall and Medium BusinessesProduct DesignComputer,0.08,,Early Stage Venture,,
ZoomCar,"Bangalore, Karnataka, India",3,1,zoomcar,https://unicorn-nest.com/funds/zoomcar,3,0,1,0.33,1,AutomotiveE-CommerceTransportationRentalReservations,0.67,,,,
ZoomInfo,"United States, Massachusetts, Waltham",2,0,zoominfo,https://unicorn-nest.com/funds/zoominfo,2,0,1,0.10,,B2BSaaSMarketingAdvertising,0.50,1,,,
Zoopla Property Group Plc (ZPG),"England, London, United Kingdom",1,0,zoopla-property-group-plc-zpg,https://unicorn-nest.com/funds/zoopla-property-group-plc-zpg,1,0,1,0.07,,Real EstateFinTechFinancePeer to PeerLending,,,,,
Zoosh Group,"County Westmeath, Westmeath, Ireland",13,0,zoosh-group,https://unicorn-nest.com/funds/zoosh-group,13,0,12,1.44,,SoftwareInformation TechnologyHuman ResourcesRecruitingArtificial IntelligenceSaaSManufacturingMedical DevicePharmaceuticalPublic Transportation,0.08,,Seed,,
ZopSmart,"Bangalore, Karnataka, India",1,0,zopsmart,https://unicorn-nest.com/funds/zopsmart,1,0,1,0.14,,Supply Chain ManagementB2BSalesMarketingAgTech,,,,,
Zopim,"Central Region, Singapore, Singapore",1,0,zopim,https://unicorn-nest.com/funds/zopim,1,0,1,0.07,,E-CommerceEvent ManagementEvents,,,,,
Zorax Capital,"United States, Dover",0,,zorax-capital,https://unicorn-nest.com/funds/zorax-capital,,0,,,,,,,,Venture Capital,Active
Zorea Ventures,,3,0,zorea-ventures,https://unicorn-nest.com/funds/zorea-ventures,3,0,3,0.38,,LogisticsE-CommerceInternetTransportationSoftwareSaaSAdvertisingInternet of ThingsShippingMobile Advertising,,1,,,
Zorin Finance,"England, London, United Kingdom",1,1,zorin-finance,https://unicorn-nest.com/funds/zorin-finance,1,0,1,0.08,1,Real EstateProperty ManagementReal Estate InvestmentCommercial Real Estate,,,,,
Zoser Capital Partners,"United States, Texas, Egypt",1,0,zoser-capital-partners,https://unicorn-nest.com/funds/zoser-capital-partners,1,0,1,0.25,,Financial ServicesFinanceMobile AppsLending,,,,,
Zoucheng New Kinetic Energy Industry Investment Fund,,1,0,zoucheng-new-kinetic-energy-industry-investment-fund,https://unicorn-nest.com/funds/zoucheng-new-kinetic-energy-industry-investment-fund,,0,,,,,,,,,
Zouk Capital,"United Kingdom, London",52,24,zouk-capital,https://unicorn-nest.com/funds/zouk-capital,52,0,37,2.08,24,PublishingSoftwareFinTechInformation TechnologyAppsEnterprise SoftwareHardwareEnergyRenewable EnergyWireless,0.29,14,Private EquityEarly Stage VentureLate Stage Venture,Private equity,Active
Zoy Capital,"Beijing, Beijing, China",8,1,zoy-capital,https://unicorn-nest.com/funds/zoy-capital,8,0,7,0.80,1,AutomotiveSoftwareInformation ServicesArtificial IntelligenceMachine LearningRoboticsManufacturingHardwareElectronicsIndustrial Automation,0.12,3,Early Stage Venture,,
Zoyi Capital,"Taipei, Taiwan",3,0,zoyi-capital,https://unicorn-nest.com/funds/zoyi-capital,3,0,2,,,LogisticsTransportationInformation TechnologyArtificial IntelligenceAutonomous VehiclesTelecommunications,0.33,2,,,
Zrosk Investment Management,"Lagos, Lagos, Nigeria",14,2,zrosk-investment-management,https://unicorn-nest.com/funds/zrosk-investment-management,14,0,10,,2,LogisticsSupply Chain ManagementTransportationFinancial ServicesFinTechPaymentsDeliveryBankingMusicLegal Tech,0.29,,,,
Zscaler,"United States, California, San Jose",4,0,zscaler,https://unicorn-nest.com/funds/zscaler,4,0,3,0.25,,Information TechnologyCyber SecuritySecurityCloud Security,0.25,,,,
Zu na mi,,4,0,zu-na-mi,https://unicorn-nest.com/funds/zu-na-mi,4,0,4,,,AutomotiveLogisticsLast Mile TransportationSupply Chain ManagementTransportationSoftwareSaaSInternet of ThingsSustainabilityService Industry,,,,,
Zuanshi Xiaomi,"Sichuan, Chengdu, China",1,0,zuanshi-xiaomi,https://unicorn-nest.com/funds/zuanshi-xiaomi,1,0,1,0.17,,Media and EntertainmentFilm ProductionTV Production,,,,,
Zubi Capital,"Spain, Valencia",13,4,zubi-capital,https://unicorn-nest.com/funds/zubi-capital,13,0,11,3.25,4,Supply Chain ManagementFinancial ServicesFinTechRetailFinanceBlockchainSustainabilityIndustrialTrading PlatformFacility Management,0.15,,,"CVC, Family Office",Active
Zubi Labs,"Spain, Valencia",4,1,zubi-labs,https://unicorn-nest.com/funds/zubi-labs,4,0,3,,1,SoftwareSaaSSustainabilitySolarClean Energy,0.25,,,Startup studio,Active
Zubizoom Investments,,1,0,zubizoom-investments,https://unicorn-nest.com/funds/zubizoom-investments,1,0,1,,,BiotechnologyHealth CareLife Science,,,,,
Zubr Capital,"Minsk, Belarus",14,0,zubr-capital,https://unicorn-nest.com/funds/zubr-capital,14,0,14,1.00,,E-CommerceSoftwareFinancial ServicesFinTechInformation TechnologyHealth CareSaaSEnterprise SoftwareBankingComputer Vision,,1,Private Equity,,
Zuellig Pharma China,"Guangdong, Wanchai, China",2,1,zuellig-pharma-china,https://unicorn-nest.com/funds/zuellig-pharma-china,2,0,2,0.02,1,InternetSoftwareMobileInformation ServicesHealth CareDocument ManagementEnterprise SoftwareCloud Computing,,,,,
Zuf Capital,"Shanghai, Shanghai, China",1,1,zuf-capital,https://unicorn-nest.com/funds/zuf-capital,1,0,1,0.12,1,RoboticsManufacturing,,,,,
Zufall Logistics Group,"Germany, G̦ttingen",1,0,zufall-logistics-group,https://unicorn-nest.com/funds/zufall-logistics-group,1,0,1,0.01,,LogisticsSoftwareInformation TechnologyConsulting,,,,Corporate investor,Active
Zuig Investment,"Hangzhou, Zhejiang, China",10,0,zuig-investment,https://unicorn-nest.com/funds/zuig-investment,10,0,8,1.11,,AutomotiveBiotechnologyTransportationSoftwareFinancial ServicesFinTechArtificial IntelligenceRoboticsMedicalElectronics,0.10,,SeedPrivate EquityEarly Stage Venture,,
Zuiyou,"Beijing, Beijing, China",1,0,zuiyou,https://unicorn-nest.com/funds/zuiyou,1,0,1,0.14,,Information TechnologyAppsSocial Media,,,,,
Zuiyouxi,"Beijing, Beijing, China",1,0,zuiyouxi,https://unicorn-nest.com/funds/zuiyouxi,1,0,1,,,SoftwareHardwareAnimation,,,,,
Zukunftsfonds Heilbronn,"Germany, Heilbronn",15,5,zukunftsfonds-heilbronn,https://unicorn-nest.com/funds/zukunftsfonds-heilbronn,15,0,13,0.83,5,BiotechnologySoftwareInformation TechnologyArtificial IntelligenceHealth CareWellnessMedical DeviceTherapeuticsOil and GasProduct Research,0.13,1,Early Stage Venture,Venture Capital,Active
Zulong Technology,"Hangzhou, Zhejiang, China",1,0,zulong-technology,https://unicorn-nest.com/funds/zulong-technology,1,0,1,0.07,,InternetInformation TechnologyFinance,,1,,,
"Zulu Assets, Ltd.",,1,0,zulu-assets-ltd,https://unicorn-nest.com/funds/zulu-assets-ltd,1,0,1,,,Real EstateSoftwareFinancial ServicesFinTechEnterprise SoftwareConsumer SoftwareConsumer Applications,,,,,
Zuma Partners,"United States, California, Santa Monica",5,0,zuma-partners,https://unicorn-nest.com/funds/zuma-partners,5,0,5,0.83,,ConsumerE-LearningHuman ResourcesHealth CareSaaSEducationPharmaceuticalPredictive AnalyticsTVSales Automation,,1,SeedEarly Stage VentureLate Stage Venture,,
Zuma Ventures,"United States, California, Santa Monica",1,0,zuma-ventures,https://unicorn-nest.com/funds/zuma-ventures,1,0,1,0.14,,Freight Service,,,,,
Zungri Capital Fund,,1,1,zungri-capital-fund,https://unicorn-nest.com/funds/zungri-capital-fund,1,0,1,,1,Information TechnologyHealth CareMobile Apps,,,,,
